meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
"['consume', 'eat', 'drink', 'smoke', 'receive (a blow)', 'consommer', 'manger', 'boire', 'fumer', 'recevoir (un coup)', 'consumir', 'comer', 'beber', 'consumir', 'comer', 'beber', 'fumar', 'receber um golpe']",,12,30,['の.む'],['キツ']
['used in plant names'],,10,75,[],"['キツ', 'ケツ']"
"['mandarin orange', 'mandarina', 'cítricos']",,16,75,['たちばな'],['キツ']
"['packed', 'close', 'pressed', 'reprove', 'rebuke', 'blame', 'hermétiquement clos', 'conserve', 'coincé', 'réprimande', 'blâme', 'pedir informes', 'empaquetar', 'rellenar', 'reprobar', 'reprender', 'trabajar duro', 'empacotado', 'fechar', 'pressionar', 'reprovar', 'repreender', 'culpa']",,13,149,"['つ.める', 'つ.め', '-づ.め', 'つ.まる', 'つ.む']","['キツ', 'キチ']"
['fulling block'],,10,112,['きぬた'],['チン']
"['wooden pestle', 'mortero para almirez']",,8,75,['きね'],"['ショ', 'ソ']"
['millet'],,12,202,['きび'],['ショ']
"['instead', 'on the contrary', 'rather', 'step back', 'withdraw', 'retreat', 'au lieu de', 'au contraire', 'plutôt', 'retirarse', 'echarse atrás', 'rechazar', 'ao invés', 'ao contrário', 'melhor']",,7,26,"['かえ.って', 'しりぞ.く', 'しりぞ.ける']",['キャク']
"['guest', 'visitor', 'customer', 'client', 'hôte', 'client', 'visiteur', 'huésped', 'visitante', 'cliente', 'convidado', 'visitante', 'cliente']",,9,40,[],"['キャク', 'カク']"
"['skids', 'leg', 'undercarriage', 'lower part', 'base', ""pied (d'un objet)"", 'patins', ""train d'atterrissage"", 'pie', 'pata', 'posición', 'contador de patas', 'derrapagens', 'perna', 'armação']",,11,130,['あし'],"['キャク', 'キャ', 'カク']"
"['tyrannize', 'oppress', 'tyranniser', 'opprimer', 'tiranizar', 'oprimir', 'tiranizar', 'oprimir']",,9,141,['しいた.げる'],['ギャク']
"['inverted', 'reverse', 'opposite', 'wicked', 'inverse', 'contraire', 'opposé', 'mauvais', 'reverso', 'inverso', 'opuesto', 'ir en contra', 'oponerse', 'desobedecer', 'invertido', 'inverter', 'travesso', 'contrário']",,9,162,"['さか', 'さか.さ', 'さか.らう']","['ギャク', 'ゲキ']"
"['hill', 'knoll', 'colline', 'butte', 'colina', 'morro', 'colina']",,5,1,['おか'],['キュウ']
"['long time', 'old story', 'longtemps', 'vieille histoire', 'mucho tiempo', 'largo tiempo', 'largo', 'continuado por mucho tiempo', 'tempo longo', 'estória antiga']",,3,4,['ひさ.しい'],"['キュウ', 'ク']"
"['foe', 'enemy', 'revenge', 'grudge', 'feud', 'enemigo', 'venganza', 'rencor']",,4,9,"['あだ', 'あた', 'かたき', 'つれあい']","['キュウ', 'グ']"
"['rest', 'day off', 'retire', 'sleep', 'repos', 'jour de repos', 'se coucher', 'dormir', 'descanso', 'descansar', 'tomarse un descanso', 'estar descansado', 'dar descanso', 'descanso', 'dia desligado', 'aposentar', 'sono']",,6,9,"['やす.む', 'やす.まる', 'やす.める']",['キュウ']
"['reach out', 'exert', 'exercise', 'cause', 'allonger', 'tendre le bras', 'exercice', ""s'étendre"", 'causer', 'alcanzar', 'llegar a', 'y', 'tocar', 'extenderse', 'causar', 'alcance fora', 'exerce', 'exercício']",,3,29,"['およ.ぶ', 'およ.び', 'および', 'およ.ぼす']",['キュウ']
"['suck', 'imbibe', 'inhale', 'sip', 'aspirer', 'absorber', 'inhaler', 'siroter', 'aspirar', 'absorber', 'chupar', 'fumar', 'chupar', 'inalar', 'sugar']",,6,30,['す.う'],['キュウ']
"['Shinto shrine', 'constellations', 'palace', 'princess', 'sanctuaire', 'constellations', 'palais', 'princesse', 'príncipe', 'familia imperial', 'santuario', 'Templo Shinto', 'constelação', 'palácio', 'princesa']",,10,40,['みや'],"['キュウ', 'グウ', 'ク', 'クウ']"
"['bow', 'bow (archery, violin)', 'arc', 'archet', 'arco', 'arquear', 'arco (arma', 'violino)']",,3,57,['ゆみ'],['キュウ']
"['hurry', 'emergency', 'sudden', 'steep', 'urgence', 'se dépêcher', 'soudain', 'raide', 'abrupt', 'aigu', 'prisa', 'urgencia', 'apresurarse', 'darse prisa', 'apressar', 'emergência', 'repentina']",,9,61,"['いそ.ぐ', 'いそ.ぎ', 'せ.く']",['キュウ']
"['salvation', 'save', 'help', 'rescue', 'reclaim', 'sauvetage', 'sauver', 'aider', 'secourir', 'récupérer', 'socorro', 'ayuda', 'rescate', 'rescatar', 'salvar', 'ayudar', 'salvação', 'salva', 'ajudar', 'resgatar', 'reivindicar']",,11,66,['すく.う'],['キュウ']
"['decay', 'rot', 'remain in seclusion', 'délabré', 'pourri', 'rester reclus', 'descomposición', 'putrefacción', 'decadencia', 'descomponerse', 'corromperse', 'pudrirse', 'arruinarse', 'decair', 'apodrecer', 'permanecer recluso']",,6,75,['く.ちる'],['キュウ']
"['request', 'want', 'wish for', 'require', 'demand', 'réclamer', 'demander', 'vouloir', 'désirer', 'petición', 'demanda', 'buscar', 'pedir', 'demandar', 'reclamar', 'desear', 'solicitação', 'desejar', 'deseja para', 'requer', 'demanda']",,7,85,['もと.める'],"['キュウ', 'グ']"
"['draw (water)', 'ladle', 'scoop', 'pump', 'achicar', 'bombear (agua)', 'sacar', 'vaciar', 'irritar', 'ocupado']",,7,85,['く.む'],['キュウ']
"['cry', 'weep', 'moan', 'pleurer', 'gémir', 'llorar', 'gemir', 'cantar (pájaros)', 'choro', 'chorar', 'lamento']",,8,85,['な.く'],['キュウ']
"['moxa cautery', 'chastisement', 'curación estilo moxa']",,7,86,['やいと'],"['キュウ', 'ク']"
"['ball', 'sphere', 'balle', 'sphère', 'pelota', 'esfera', 'bola', 'esfera']",,11,96,['たま'],['キュウ']
"['research', 'study', 'recherche', 'étudier', 'estudio', 'investigación', 'profundización', 'último', 'final', 'dominar', 'profundizar en el estudio de', 'pesquisa', 'estudo']",,7,116,['きわ.める'],"['キュウ', 'ク']"
"['hard up', 'destitute', 'suffer', 'perplexed', 'cornered', 'extrêmement', 'indigent', 'fauché', 'souffrir', 'perplexe', 'acculé', 'final', 'extremo', 'finalizar', 'acabar', 'llevar al extremo', 'llevar a cabo', 'endurecer', 'destituído', 'sofrer', 'criar obstáculos', 'encurralar']",,15,116,"['きわ.める', 'きわ.まる', 'きわ.まり', 'きわ.み']","['キュウ', 'キョウ']"
['backpack bookcase'],,9,118,[],['キュウ']
"['class', 'rank', 'grade', 'classe', 'rang', 'grade', 'niveau', 'clase', 'rango', 'grado', 'classe', 'posição', 'grau']",,9,120,[],['キュウ']
"['twist', 'ask', 'investigate', 'verify', 'entortiller', 'demander', 'enquêter', 'vérifier', 'reunir', 'retorcer', 'enredar', 'investigar', 'examinar', 'torcer', 'perguntar', 'investigar', 'verificar']",,9,120,['ただ.す'],['キュウ']
"['salary', 'wage', 'gift', 'allow', 'grant', 'bestow on', 'salaire', 'paye', 'cadeau', 'allocation', 'subventions', 'accorder', 'conférer à', 'sueldo', 'salario', 'distribuir', 'suministrar', 'salário', 'pagamento', 'presente', 'permitir', 'bolsa', 'prover']",,12,120,"['たま.う', 'たも.う', '-たま.え']",['キュウ']
"['old times', 'old things', 'old friend', 'former', 'ex-', 'ancien temps', 'anciennes choses', 'ancien ami', 'ancien -', 'ex-', 'antiguo', 'viejo', 'viejos tiempos', 'tempos antigos', 'coisas antigas', 'amigo velho', 'ex-', 'anteriores']",,5,72,"['ふる.い', 'もと']",['キュウ']
"['cow', 'vache', 'vaca', 'ganado', 'Vaca']",,4,93,['うし'],['ギュウ']
"['gone', 'past', 'quit', 'leave', 'elapse', 'eliminate', 'divorce', 'parti', 'passé', 'quitter', ""s'écouler"", 'éliminer', 'divorce', 'pasado', 'ido', 'dejar', 'abandonar', 'partir', 'foi', 'passado', 'deixar', 'passar', 'eliminar', 'divórcio']",,5,28,"['さ.る', '-さ.る']","['キョ', 'コ']"
"['reside', 'to be', 'exist', 'live with', 'se trouver', 'résider', 'être', 'exister', 'vivre avec', 'sentarse', 'residir', 'vivir con', 'ser [nk]', 'existir', 'residir', 'existir', 'viver com']",,8,44,"['い.る', '-い', 'お.る']","['キョ', 'コ']"
"['gigantic', 'big', 'large', 'great', 'gigantesque', 'grand', 'gros', 'gigantesco', 'grande', 'gran', 'grande', 'enorme', 'gigantesco']",,5,48,[],['キョ']
"['repel', 'refuse', 'reject', 'decline', 'refuser', 'repousser', 'rejeter', 'décliner', 'repeler', 'rehusar', 'rechazar', 'declinar', 'repelir', 'recusar', 'rejeitar', 'decadência']",,8,64,['こば.む'],"['キョ', 'ゴ']"
"['foothold', 'based on', 'follow', 'therefore', ""point d'appui"", 'prise', 'basé sur', 'suivre', 'par conséquent', 'autoridad', 'firmeza', 'depender de', 'basarse en', 'apoio para os pés', 'baseado em', 'segue', 'portanto']",,8,64,['よ.る'],"['キョ', 'コ']"
"['raise', 'plan', 'project', 'behavior', 'actions', 'faire monter', 'plan', 'projet', 'conduite', 'actions', 'tener lugar', 'elevar', 'completamente', 'levantar', 'poner un ejemplo', 'prosperar', 'levantar', 'plano', 'projeto', 'comportamento', 'ações']",,10,64,"['あ.げる', 'あ.がる', 'こぞ.る']",['キョ']
"['ditch', 'canal', 'lock']",,12,85,"['かれ', 'なんぞ', 'なに', 'みぞ', 'いずくんぞ']",['キョ']
"['void', 'emptiness', 'unpreparedness', 'crack', 'fissure', 'untruth', 'vide', 'impréparation', 'craquelure', 'fissure', 'contre-vérité', 'vacío', 'vano', 'hueco', 'vazio', 'vacuidade', 'despreparo', 'abertura', 'fissura', 'falsidade']",,11,141,"['むな.しい', 'うつ.ろ']","['キョ', 'コ']"
"['permit', 'approve', 'autorisation', 'permettre', 'seulement', 'permitir', 'perdonar', 'dejar', 'excusar', 'permitir', 'aprovar']",,11,149,"['ゆる.す', 'もと']",['キョ']
"['long-distance', 'spur', 'fetlock', 'longue distance', 'éperon (botanique)', 'fanon (de cheval)', 'larga distancia', 'distante', 'separar', 'Longa distância']",,12,157,"['へだ.たる', 'けづめ']",['キョ']
"['saw (cuts wood)', 'sierra (para madera o metal)']",,16,167,"['のこ', 'のこぎり']","['キョ', 'コ']"
"['fishing', 'fishery', 'pêcher (en masse)', 'pêcherie', 'pesca', 'pesca', 'pescaria']",,14,85,['あさ.る'],"['ギョ', 'リョウ']"
"['defend', 'protect', 'resist', 'ward off']",,17,113,['ふせ.ぐ'],"['ギョ', 'ゴ']"
"['fish', 'poisson', 'pez', 'pescado', 'peixe']",,11,195,"['うお', 'さかな', '-ざかな']",['ギョ']
"['pass through', 'go smoothly', 'pasar', 'entregar']",,7,8,['とお.る'],"['コウ', 'キョウ', 'ホウ']"
"['enjoy', 'receive', 'undergo', 'answer (phone)', 'take', 'get', 'catch', 'recevoir', 'accepter', 'répondre (téléphone)', 'prendre', 'obtenir', 'recibir tratamiento', 'recibir atención', 'conseguir', 'divertir', 'receber', 'sofrer', 'atender (telefone)', 'tomar', 'obter', 'pegar']",,8,8,['う.ける'],"['キョウ', 'コウ']"
"['capital', '10**16', 'capitale', '10**16', 'capital', 'capital', '10 elevado a 16']",,8,8,['みやこ'],"['キョウ', 'ケイ', 'キン']"
"['submit', 'offer', 'present', 'serve (meal)', 'accompany', 'présenter', 'offrir', 'soumettre', 'proposer', 'accompagner', 'servir (plat)', 'pluriel cérémonieux', 'ofrecer', 'entregar', 'expresar', 'mencionar', 'acompañante', 'submeter', 'oferecer', 'presentear', 'servir (refeição)', 'acompanhar']",,8,9,"['そな.える', 'とも', '-ども']","['キョウ', 'ク', 'クウ', 'グ']"
"['tomboy', 'chivalry']",,8,9,"['きゃん', 'おとこだて']",['キョウ']
"['expatriate', 'person living abroad', 'temporary home']",,14,9,[],['キョウ']
['wickedness'],,6,10,"['おそ.れる', 'わる.い']",['キョウ']
"['emulate', 'compete with', 'bid', 'sell at auction', 'bout', 'contest', 'race', 'compétition', 'rivaliser', 'enchère', 'vente aux enchères', 'combat', 'concours', 'course', 'competir', 'rivalizar', 'comparar', 'imitar', 'competir com', 'oferta', 'vender em leilão', 'disputa', 'competição', 'corrida']",,20,117,"['きそ.う', 'せ.る', 'くら.べる']","['キョウ', 'ケイ']"
"['together', 'both', 'neither', 'all', 'and', 'alike', 'with', 'ensemble', 'les deux', ""ni l'un ni l'autre"", 'tous', 'et', 'semblable', 'avec', 'ambos', 'conjuntamente', 'juntos', 'también', 'juntamente', 'ambos (em afirm.)', 'nenhum (em neg.)', 'todo', 'e', 'da mesma forma', 'com']",,6,12,"['とも', 'とも.に', '-ども']",['キョウ']
"['villain', 'evil', 'bad luck', 'disaster', 'vaurien', 'mauvais', 'malchance', 'désastre', 'mal', 'maldad', 'desastre', 'calamidad', 'vilão', 'mau', 'sorte ruim', 'desastre']",,4,17,[],['キョウ']
"['co-', 'cooperation', 'coopération', 'co-', 'cooperación', 'colaboración', 'co-', 'cooperação']",,8,24,[],['キョウ']
"['correct', 'save', 'assist', 'corregir', 'rectificar', 'ayudar', 'salvar']",,6,22,"['すく.う', 'ただ.す']","['キョウ', 'オウ']"
"['you', 'lord', 'secretary', 'state minister', 'alto cargo', 'ministro de estado']",,12,26,['きみ'],"['ケイ', 'キョウ']"
"['shout', 'exclaim', 'yell', 'crier', 'hurler', ""s'exclamer"", 'grito', 'exclamar', 'gritar', 'grito', 'exclamar', 'gritar']",,6,30,['さけ.ぶ'],['キョウ']
"['high', 'boasting', 'alto']",,12,30,['たか.い'],['キョウ']
"['boundary', 'border', 'region', 'frontière', 'région', 'environnement', 'límite', 'frontera', 'región', 'circunstancia', 'borde', 'limite', 'borda', 'região']",,14,32,['さかい'],"['キョウ', 'ケイ']"
"['gorge', 'ravine', 'gorge', 'ravin', 'vallée étroite', 'desfiladero', 'barranco', 'garganta', 'Garganta (montanha)', 'ravina']",,9,46,['はざま'],"['キョウ', 'コウ']"
"['strong', 'fort', 'fuerte', 'coacción', 'poderoso', 'obligar', 'forzar', 'coaccionar', 'Forte', 'poderoso', 'forçar']",,11,57,"['つよ.い', 'つよ.まる', 'つよ.める', 'し.いる', 'こわ.い']","['キョウ', 'ゴウ']"
['strong'],,16,57,['つよ.い'],"['キョウ', 'ゴウ']"
"['cowardice', 'wince', 'flinch', 'hesitate', 'waver']",,8,61,"['ひる.む', 'おびえ.る', 'おじる', 'おび.える', 'おそ.れる']","['キョウ', 'コウ']"
"['fear', 'dread', 'awe', 'peur', 'épouvante', 'crainte', 'miedo', 'temor', 'sobrecogimiento', 'tener miedo', 'temer', 'temible', 'pavoroso', 'espantoso', 'medo', 'temer', 'temor']",,10,61,"['おそ.れる', 'おそ.る', 'おそ.ろしい', 'こわ.い', 'こわ.がる']",['キョウ']
"['respect', 'reverent', 'respectueux', 'respeto', 'reverencia', 'respeito', 'reverencia']",,10,61,['うやうや.しい'],['キョウ']
"['pinch', 'between', 'pincer', 'entre deux', 'insertar', 'interponer', 'intercalar', 'meter entre', 'unir (dos extremos)', 'Um pouco', 'entre']",,9,64,"['はさ.む', 'はさ.まる', 'わきばさ.む', 'さしはさ.む']","['キョウ', 'ショウ']"
"['teach', 'faith', 'doctrine', 'enseigner', 'foi', 'doctrine', 'educación', 'enseñanza', 'enseñar', 'instruir', 'ser enseñado', 'ensinar', 'fé', 'doutrina']",,11,66,"['おし.える', 'おそ.わる']",['キョウ']
"['bridge', 'pont', 'puente', 'ponte']",,16,75,['はし'],['キョウ']
"['condition', 'situation', 'situation', 'condition', 'encore moins', 'encore plus', 'à plus forte raison', 'condición', 'situación', 'estado de las cosas', 'condição', 'situação']",,8,85,"['まし.て', 'いわ.んや', 'おもむき']",['キョウ']
"['lunatic', 'insane', 'crazy', 'confuse', 'fou', 'aliéné', 'insensé', 'confusion', 'locura', 'desorden', 'enloquecer', 'loco', 'demente', 'lunático', 'louco', 'insano', 'confundir']",,7,94,"['くる.う', 'くる.おしい', 'くるお.しい']",['キョウ']
"['cramped', 'narrow', 'contract', 'tight', 'étroit', 'exigu', 'serré', 'se contracter', 'apretado', 'estrecho', 'encogido', 'estrecharse', 'encogerse', 'estrechar', 'angosto', 'limitar', 'estreitar', 'contrair', 'apertar']",,9,94,"['せま.い', 'せば.める', 'せば.まる', 'さ']","['キョウ', 'コウ']"
"['rectify', 'straighten', 'correct', 'reform', 'cure', 'control', 'pretend', 'falsify', 'rectifier', 'redresser', 'corriger', 'réformer', 'guérir', 'contrôler', 'faire semblant', 'falsifier', 'rectificar', 'enderezar', 'corregir', 'retificar', 'endireitar', 'corrigir', 'reformar', 'curar', 'controlar', 'fingir', 'falsificar']",,17,111,['た.める'],['キョウ']
"['bosom', 'breast', 'chest', 'heart', 'feelings', 'poitrine', 'seins', 'coeur', 'sentiments', 'pecho', 'corazón', 'sentimientos', 'seio', 'peito', 'tórax', 'coração', 'sentimentos']",,10,130,"['むね', 'むな-']",['キョウ']
"['threaten', 'coerce', 'menacer', 'contraindre', 'amenaza', 'coacción', 'amenazar', 'coaccionar', 'ameaçar', 'coagir']",,10,130,"['おびや.かす', 'おど.す', 'おど.かす']",['キョウ']
"['entertain', 'revive', 'retrieve', 'interest', 'pleasure', 'intérêt', 'divertir', 'ranimer', 'rétablir (fortune)', 'plaisir', 'prospérer', 'popularizarse', 'popularizar', 'interés', 'prosperar', 'poner en marcha', 'promover', 'entreter', 'reviver', 'recuperar', 'interesse', 'prazer']",,16,134,"['おこ.る', 'おこ.す']","['コウ', 'キョウ']"
['buckwheat'],,15,140,['そば'],['キョウ']
"['home town', 'village', 'native place', 'district', 'village natal', 'village', 'lieu de naissance', 'région', 'ciudad natal', 'pueblo', 'lugar donde hay algo especial', 'cidade natal', 'aldeia', 'lugar de nascimento', 'distrito']",,11,163,['さと'],"['キョウ', 'ゴウ']"
"['mirror', 'speculum', 'barrel-head', 'round rice-cake offering', 'miroir', '-scope', 'tonneau (saké)', 'gâteau de riz de Nouvel an', 'espejo', 'espéculo', 'lente', 'espelho', 'espéculo', 'cano principal', 'oferenda de bolinho de arroz']",,19,167,['かがみ'],"['キョウ', 'ケイ']"
"['echo', 'sound', 'resound', 'ring', 'vibrate', 'résonner', 'écho', 'son', 'sonner', 'vibrer', 'eco', 'vibración', 'hacer eco', 'resonar', 'vibrar', 'eco', 'som', 'ressoar', 'argola', 'vibrar']",,20,180,['ひび.く'],['キョウ']
['banquet'],,22,184,"['う.ける', 'もてな.す']",['キョウ']
"['wonder', 'be surprised', 'frightened', 'amazed', 'étonnement', 'surpris', 'effrayé', 'stupéfié', 'admiración', 'asombro', 'sorpresa', 'estar sorprendido', 'asombrarse', 'sorprenderse', 'maravilha', 'ser surpreendido', 'assustadoa', 'assombrado', 'maravilhar-se']",,22,187,"['おどろ.く', 'おどろ.かす']",['キョウ']
"['face-up', 'look up', 'depend', 'seek', 'respect', 'revere', 'drink', 'take', ""regarder en l'air"", 'dire (humble)', 'dépendre', 'chercher', 'respecter', 'révérer', 'boire', 'prendre (nourriture)', 'admirar', 'respetar', 'mirar hacia arriba', 'instrucciones', 'Rosto para cima', 'melhorar', 'depender', 'procurar', 'respeito', 'rever', 'tomar']",,6,9,"['あお.ぐ', 'おお.せ', 'お.っしゃる', 'おっしゃ.る']","['ギョウ', 'コウ']"
"['congeal', 'freeze', 'stiff', 'be absorbed in', 'congeler', 'geler', 'rigide', 'être absorbé', 'coagulation', 'rigidez', 'endurecimiento', 'entumecimiento', 'endurecerse', 'ser absorbido', 'crecer erecto', 'congelar', 'geada', 'rígida', 'seja absorvida em']",,16,15,"['こ.る', 'こ.らす', 'こご.らす', 'こご.らせる', 'こご.る']",['ギョウ']
